index,OBJECT_ID,chi2,poly_params,vsini,Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames_x,ID_NAME,filename,exptime,sn18,qprog,rv,basenames,simbadnames_y
29,HD_28343,28.480064234234625,"[-5.92013290e+06  2.00321506e+03 -7.51684086e-02 -4.27231906e-06
  3.60713660e-10 -6.78099610e-15]",5.299177113090055,HD_28343,4124,62,0.687,0.023,4.64,0.05,0.39,0.08,0.74,0.07,9.77,0.51,89.0,8.3,D,1,1,Gaia,2M,Simbad,67.25052,21.9227,Karmn_J04290+219|PM_J04290+2155|2MASS_J04290013+2155214|PLX__990|LSPM_J0429+2155|ASCC__749923|USNO-B1.0_1119-00056724|AG+21__422|AGKR__3969|BD+21___652|DO_10515|GCRV__2612|GEN#_+1.00028343|GJ___169|GSC_01277-00601|HD__28343|HIC__20917|HIP__20917|IRAS_04260+2148|LTT_11433|MCC___8|NLTT_13343|NSV__1612|PMC_90-93__2190|PPM__93545|SAO__76626|TYC_1277-601-1|VVO__11|YZ__21__1444|Zkh__61|[GKL99]_118|uvby98_100028343|PLX__990.00|1RXS_J042859.8+215519|2EUVE_J0429+21.9|EUVE_J0429+21.9|WISEA_J042900.05+215523.6|UCAC4_560-009898|StKM_2-358|Gaia_DR1_145421304810445312|WEB__4018|Gaia_DR2_145421309108301184,Gaia_DR2_145421309108301184,../library/20201008_specmatch_nir/FITS/262_28343/Slope-20191119T101149_R01.optimal.fits,287.55,430.9192810058594,UT19-3-008,-34.99088083941696,Slope-20191119T101149_R01.optimal.fits,Karmn_J04290+219|PM_J04290+2155|2MASS_J04290013+2155214|PLX__990|LSPM_J0429+2155|ASCC__749923|USNO-B1.0_1119-00056724|AG+21__422|AGKR__3969|BD+21___652|DO_10515|GCRV__2612|GEN#_+1.00028343|GJ___169|GSC_01277-00601|HD__28343|HIC__20917|HIP__20917|IRAS_04260+2148|LTT_11433|MCC___8|NLTT_13343|NSV__1612|PMC_90-93__2190|PPM__93545|SAO__76626|TYC_1277-601-1|VVO__11|YZ__21__1444|Zkh__61|[GKL99]_118|uvby98_100028343|PLX__990.00|1RXS_J042859.8+215519|2EUVE_J0429+21.9|EUVE_J0429+21.9|WISEA_J042900.05+215523.6|UCAC4_560-009898|StKM_2-358|Gaia_DR1_145421304810445312|WEB__4018|Gaia_DR2_145421309108301184
12,HD_186306,29.600665039352005,"[ 2.80554663e+07 -9.51510177e+03  3.58374493e-01  2.02993175e-05
 -1.72021074e-09  3.24110050e-14]",8.04229838082796,KIC_7970740,5290,60,0.72,0.03,4.58,0.03,-0.49,0.06,0.74,0.04,9.83,0.48,36.6,8.0,B,1,2,Gaia,2M,Simbad,295.44019,43.7477,SPOCS_2386|SPOCS_3102|AG+43_1709|BD+43__3325|GSC_03148-01740|HD_186306|PPM__58702|SAO__48735|TYC_3148-1740-1|uvby98_100186306|2MASS_J19414564+4344515|KIC_7970740|Gaia_DR1_2078105323280815360|GEN#_+1.00186306|Gaia_DR2_2078105327586616704,Gaia_DR2_2078105327586616704,../library/20201008_specmatch_nir/FITS/216_KIC7970740/Slope-20200323T114445_R01.optimal.fits,330.15,273.05148315429693,PSU20-1-012,-59.83688199833053,Slope-20200323T114445_R01.optimal.fits,KIC_7970740|SPOCS_2386|SPOCS_3102|AG+43_1709|BD+43__3325|GSC_03148-01740|HD_186306|PPM__58702|SAO__48735|TYC_3148-1740-1|uvby98_100186306|2MASS_J19414564+4344515|Gaia_DR1_2078105323280815360|GEN#_+1.00186306|Gaia_DR2_2078105327586616704
15,BD+00_444,30.478431963850618,"[-2.47799316e+06  8.34798141e+02 -3.10997102e-02 -1.77938563e-06
  1.49160048e-10 -2.79160151e-15]",5.722078112281942,HIP_12493,4276,193,0.662,0.047,4.68,0.04,-0.29,0.1,0.64,0.06,9.6,0.52,41.9,9.5,C,1,0,Gaia,2M,Simbad,40.17864,1.19868,2MASS_J02404288+0111554|Pul_-3__230109|LSPM_J0240+0111|ASCC_1098483|UCAC2__32139448|USNO-B1.0_0911-00027849|AG+00__230|BD+00___444|G__75-34|GCRV_53320|GEN#_+0.00000444|GJ___105.5|GJ__9093|GPM__40.177945+01.198119|GPM1_102|HIC__12493|HIP__12493|HR__9602|JP11_____1|LTT_10877|MCC_397|NLTT__8662|PPM_145804|SAO_110676|TYC___47-611-1|UBV____2655|VVO__50|YZ___0___547|YZC_21___547|[AKS95]__251|[HFE83]__164|[RHG95]___481|PLX__539.02|WISEA_J024043.06+011157.6|UCAC4_456-003457|StKM_2-228|Gaia_DR1_2501948398450800896|WEB__2557|Gaia_DR2_2501948402746099456,Gaia_DR2_2501948402746099456,../library/20201008_specmatch_nir/FITS/236_HIP12493/Slope-20191116T070359_R01.optimal.fits,969.15,345.28631591796875,UT19-3-008,73.39585009570679,Slope-20191116T070359_R01.optimal.fits,2MASS_J02404288+0111554|Pul_-3__230109|LSPM_J0240+0111|ASCC_1098483|UCAC2__32139448|USNO-B1.0_0911-00027849|AG+00__230|BD+00___444|G__75-34|GCRV_53320|GEN#_+0.00000444|GJ___105.5|GJ__9093|GPM__40.177945+01.198119|GPM1_102|HIC__12493|HIP__12493|HR__9602|JP11_____1|LTT_10877|MCC_397|NLTT__8662|PPM_145804|SAO_110676|TYC___47-611-1|UBV____2655|VVO__50|YZ___0___547|YZC_21___547|[AKS95]__251|[HFE83]__164|[RHG95]___481|PLX__539.02|WISEA_J024043.06+011157.6|UCAC4_456-003457|StKM_2-228|Gaia_DR1_2501948398450800896|WEB__2557|Gaia_DR2_2501948402746099456
17,HD_59582,31.975849335794102,"[ 5.35879755e+06 -1.82278794e+03  6.89779167e-02  3.89016520e-06
 -3.31211140e-10  6.25832163e-15]",6.969629678513535,HIP_36551,4395,193,0.669,0.046,4.66,0.04,-0.3,0.1,0.66,0.06,9.63,0.52,48.5,8.9,C,1,0,Gaia,2M,Simbad,112.78213,14.61414,LSPM_J0731+1436|TYC__776-242-1|ASCC__940588|UCAC2__36989611|2MASS_J07310770+1436515|USNO-B1.0_1046-00143265|AG+14__808|BD+14__1684|G__89-26|GCRV_58845|GEN#_+1.00059582|GJ___276|HD__59582|HIC__36551|HIP__36551|LTT_12033|MCC_247|NLTT_17986|PPM_124104|UBV_M__13335|VVO__12|PLX_1774.02|Gaia_DR1_3165287714857687808|WEB__7271|Gaia_DR2_3165287719154543232,Gaia_DR2_3165287719154543232,../library/20201008_specmatch_nir/FITS/241_HIP36551/Slope-20191124T122417_R01.optimal.fits,649.65,196.5494537353516,UT19-3-008,66.63808917133008,Slope-20191124T122417_R01.optimal.fits,LSPM_J0731+1436|TYC__776-242-1|ASCC__940588|UCAC2__36989611|2MASS_J07310770+1436515|USNO-B1.0_1046-00143265|AG+14__808|BD+14__1684|G__89-26|GCRV_58845|GEN#_+1.00059582|GJ___276|HD__59582|HIC__36551|HIP__36551|LTT_12033|MCC_247|NLTT_17986|PPM_124104|UBV_M__13335|VVO__12|PLX_1774.02|Gaia_DR1_3165287714857687808|WEB__7271|Gaia_DR2_3165287719154543232
87,NLTT_57303,32.88007643000877,"[ 3.58028574e+07 -1.21438226e+04  4.57454220e-01  2.59076747e-05
 -2.19582496e-09  4.13762837e-14]",10.488298134792785,HD_221822,5420,60,0.76,0.04,4.57,0.05,-0.37,0.05,0.81,0.04,9.59,0.48,25.8,8.4,A,2,1,Gaia,2M,Simbad,353.84642,2.22533,[SMM2006]_SPG_171|SPOCS_3232|LSPM_J2335+0213|TYC__585-429-1|ASCC_1179985|USNO-B1.0_0922-00757816|AG+01_2832|BD+01__4740|Ci_18_3091|G_157-79|G__29-48|GC_32794|GEN#_+1.00221822|HD_221822|HIC_116410|HIP_116410|LTT_16941|NLTT_57303|PPM_174235|SAO_128268|UBV_M__27108|YZ___1__8114|YZC_20__8114|uvby98_100221822|2MASS_J23352313+0213315|WISEA_J233523.22+021334.5|Gaia_DR2_2647148976301673472,Gaia_DR2_2647148976301673472,../library/20201008_specmatch_nir/FITS/99_221822/Slope-20200801T105922_R01.optimal.fits,969.15,477.344482421875,UT20-2-007,-12.142036538376402,Slope-20200801T105922_R01.optimal.fits,[SMM2006]_SPG_171|SPOCS_3232|LSPM_J2335+0213|TYC__585-429-1|ASCC_1179985|USNO-B1.0_0922-00757816|AG+01_2832|BD+01__4740|Ci_18_3091|G_157-79|G__29-48|GC_32794|GEN#_+1.00221822|HD_221822|HIC_116410|HIP_116410|LTT_16941|NLTT_57303|PPM_174235|SAO_128268|UBV_M__27108|YZ___1__8114|YZC_20__8114|uvby98_100221822|2MASS_J23352313+0213315|WISEA_J233523.22+021334.5|Gaia_DR2_2647148976301673472
2,GJ_3358,33.05015882146154,"[ 2.08198677e+07 -7.06479933e+03  2.66311522e-01  1.50728952e-05
 -1.27838717e-09  2.40989345e-14]",9.0983286621423,HD_37008,4980,60,0.69,0.03,4.53,0.05,-0.42,0.05,0.7,0.03,9.99,0.44,48.7,7.7,A,2,1,Gaia,2M,Simbad,84.54942,51.44574,2MASS_J05381191+5126445|PLX_1274|LSPM_J0538+5126|ASCC__246476|USNO-B1.0_1414-00165358|AG+51__498|BD+51__1094|Ci_20__338|G_191-48|GC__6976|GCRV__3464|GEN#_+1.00037008|GJ__3358|HD__37008|HIC__26505|HIP__26505|LFT__420|LHS__1772|LTT_11689|NLTT_15370|PPM__29936|SAO__25290|SKY#__9154|SPOCS__272|TYC_3372-438-1|UBV____5504|UBV_M__11205|YZ__51__2241|YZC_26__2241|[E38]_28|PLX_1274.00|Gmb__990|WISEA_J053811.24+512645.7|WEB__5224|Gaia_DR2_215395053733297024,Gaia_DR2_215395053733297024,../library/20201008_specmatch_nir/FITS/125_37008/Slope-20191127T053426_R01.optimal.fits,330.15,266.6400146484375,UT19-3-008,-45.36884488242152,Slope-20191127T053426_R01.optimal.fits,2MASS_J05381191+5126445|PLX_1274|LSPM_J0538+5126|ASCC__246476|USNO-B1.0_1414-00165358|AG+51__498|BD+51__1094|Ci_20__338|G_191-48|GC__6976|GCRV__3464|GEN#_+1.00037008|GJ__3358|HD__37008|HIC__26505|HIP__26505|LFT__420|LHS__1772|LTT_11689|NLTT_15370|PPM__29936|SAO__25290|SKY#__9154|SPOCS__272|TYC_3372-438-1|UBV____5504|UBV_M__11205|YZ__51__2241|YZC_26__2241|[E38]_28|PLX_1274.00|Gmb__990|WISEA_J053811.24+512645.7|WEB__5224|Gaia_DR2_215395053733297024
14,NLTT_32537,33.25100915197821,"[ 8.50348290e+06 -2.88474494e+03  1.08695403e-01  6.15449292e-06
 -5.21755261e-10  9.83289019e-15]",8.772576021984756,HD_112914,4816,60,0.7,0.03,4.51,0.05,-0.26,0.05,0.71,0.03,10.0,0.45,41.4,8.6,A,2,1,Gaia,2M,Simbad,194.88659,41.98676,SBC9_1742|LSPM_J1259+4159|ASCC__409814|UCAC2__46291288|USNO-B1.0_1319-00266841|AG+42_1188|AGKR_11632|BD+42__2361|G_123-79|G_177-9|GCRV_63743|GEN#_+1.00112914|HD_112914|HIC__63406|HIP__63406|LTT_13738|MCC_883|NGP_42_177|NLTT_32537|PMC_90-93__3662|PPM__53299|SAO__44415|SPOCS__549|TYC_3023-1872-1|2MASS_J12593278+4159126|WISEA_J125932.55+415914.2|NGP_42_176|WEB_11224|Gaia_DR2_1527631807474248448,Gaia_DR2_1527631807474248448,../library/20201008_specmatch_nir/FITS/21_112914/Slope-20200108T094852_R01.optimal.fits,649.65,330.29681396484375,UT20-1-008,27.064544825625553,Slope-20200108T094852_R01.optimal.fits,SBC9_1742|LSPM_J1259+4159|ASCC__409814|UCAC2__46291288|USNO-B1.0_1319-00266841|AG+42_1188|AGKR_11632|BD+42__2361|G_123-79|G_177-9|GCRV_63743|GEN#_+1.00112914|HD_112914|HIC__63406|HIP__63406|LTT_13738|MCC_883|NGP_42_177|NLTT_32537|PMC_90-93__3662|PPM__53299|SAO__44415|SPOCS__549|TYC_3023-1872-1|2MASS_J12593278+4159126|WISEA_J125932.55+415914.2|NGP_42_176|WEB_11224|Gaia_DR2_1527631807474248448
1,HD_35112,33.918247493895635,"[ 8.43144427e+06 -2.86040277e+03  1.07784064e-01  6.10259076e-06
 -5.17383208e-10  9.75082103e-15]",10.820467669339589,HD_35112,4895,60,0.76,0.04,4.46,0.05,-0.08,0.05,0.76,0.03,10.07,0.37,50.2,7.7,A,2,1,Gaia,2M,Simbad,80.65621,2.60319,uvby98_100035112|**_A_2641|1RXS_J052238.8+023608|YZ___2__1681|UGP_113|SAO_112692|PPM_148849|IRAS_05199+0233|HIP__25119|HIC__25119|HD__35112|CCDM_J05226+0236AB|BD+02___934|AG+02__572|ADS__3959_AB|USNO-B1.0_0926-00076798|ASCC_1106025|LSPM_J0522+0236|SPOCS_2645|WDS_J05226+0236AB|2MASS_J05223749+0236111|Gaia_DR2_3234412606443085824,Gaia_DR2_3234412606443085824,../library/20201008_specmatch_nir/FITS/123_35112/Slope-20191117T070203_R01.optimal.fits,330.15,334.19830322265625,UT19-3-008,38.57547240668419,Slope-20191117T070203_R01.optimal.fits,uvby98_100035112|**_A_2641|1RXS_J052238.8+023608|YZ___2__1681|UGP_113|SAO_112692|PPM_148849|IRAS_05199+0233|HIP__25119|HIC__25119|HD__35112|CCDM_J05226+0236AB|BD+02___934|AG+02__572|ADS__3959_AB|USNO-B1.0_0926-00076798|ASCC_1106025|LSPM_J0522+0236|SPOCS_2645|WDS_J05226+0236AB|2MASS_J05223749+0236111|Gaia_DR2_3234412606443085824
69,HD_4628,34.30576549722683,"[ 1.44117073e+07 -4.88864204e+03  1.84176418e-01  1.04295846e-05
 -8.84070111e-10  1.66597847e-14]",10.47390088511326,HD_4628,4950,14,0.695,0.004,4.63,0.02,-0.22,0.1,0.75,0.03,9.41,0.44,134.0,5.7,E,2,1,Gaia,2M,Simbad,12.09574,5.28061,PLX__156|LSPM_J0048+0516|ASCC_1001742|2MASS_J00482303+0516497|USNO-B1.0_0952-00007478|8pc_134.04|AG+05___87|BD+04___123|CCDM_J00483+0516A|CSI+04___123__1|Ci_20___55|FK5_1019|GC___959|GCRV___445|GEN#_+1.00004628|GJ____33|HD___4628|HIC___3765|HIP___3765|HR___222|IDS_00431+0446_A|IRAS_00457+0500|JP11___421|LAL__1299|LFT___73|LHS___121|LTT_10285|N30__162|NLTT__2668|PM_00458+0501|PMC_90-93___663|PPM_143910|SAO_109471|SKY#__1245|SPOCS___40|TD1___447|TYC___17-1398-1|UBV_____655|UBV_M___7661|Wolf___25|YZ___5___204|Zkh__14|[HFE83]___28|uvby98_100004628|PLX__156.00|2EUVE_J0048+05.2|EUVE_J0048+05.3|EUVE_J0048+05.2|WDS_J00484+0517A|GAT__131|**_BUP___10A|WISEA_J004823.57+051638.1|EPIC_220429217|WEB___670|Gaia_DR2_2552925644460225152,Gaia_DR2_2552925644460225152,../library/20201008_specmatch_nir/FITS/378_4628/Slope-20191117T054714_R01.optimal.fits,85.2,483.8831481933594,UT19-3-008,-9.748926700618144,Slope-20191117T054714_R01.optimal.fits,PLX__156|LSPM_J0048+0516|ASCC_1001742|2MASS_J00482303+0516497|USNO-B1.0_0952-00007478|8pc_134.04|AG+05___87|BD+04___123|CCDM_J00483+0516A|CSI+04___123__1|Ci_20___55|FK5_1019|GC___959|GCRV___445|GEN#_+1.00004628|GJ____33|HD___4628|HIC___3765|HIP___3765|HR___222|IDS_00431+0446_A|IRAS_00457+0500|JP11___421|LAL__1299|LFT___73|LHS___121|LTT_10285|N30__162|NLTT__2668|PM_00458+0501|PMC_90-93___663|PPM_143910|SAO_109471|SKY#__1245|SPOCS___40|TD1___447|TYC___17-1398-1|UBV_____655|UBV_M___7661|Wolf___25|YZ___5___204|Zkh__14|[HFE83]___28|uvby98_100004628|PLX__156.00|2EUVE_J0048+05.2|EUVE_J0048+05.3|EUVE_J0048+05.2|WDS_J00484+0517A|GAT__131|**_BUP___10A|WISEA_J004823.57+051638.1|EPIC_220429217|WEB___670|Gaia_DR2_2552925644460225152
3,HD_53927,34.435081775207344,"[ 1.94397304e+07 -6.59692600e+03  2.48702075e-01  1.40748152e-05
 -1.19386704e-09  2.25071592e-14]",10.254565367720776,HD_53927,4899,60,0.7,0.03,4.56,0.05,-0.29,0.05,0.72,0.04,9.85,0.51,43.4,8.3,A,1,1,Gaia,2M,Simbad,107.01766,29.8345,2MASS_J07080426+2950047|AG+29__830|SPOCS_2685|LSPM_J0708+2950|TYC_1908-27-1|ASCC__672045|USNO-B1.0_1198-00147251|BD+30__1423|Ci_18__854|G__87-24|GC__9404|GEN#_+1.00053927|GJ__3428|HD__53927|HIC__34414|HIP__34414|LTT_11979|NLTT_17435|SAO__79090|UBV_M__12866|YZ__29__3753|YZC_24__3753|uvby98_100053927|WISEA_J070804.12+295001.2|Gaia_DR1_884951485622781312|Gaia_DR2_884951489919636352,Gaia_DR2_884951489919636352,../library/20201008_specmatch_nir/FITS/144_53927/Slope-20191127T070431_R01.optimal.fits,915.9,289.83489990234375,UT19-3-008,20.156514473595664,Slope-20191127T070431_R01.optimal.fits,2MASS_J07080426+2950047|AG+29__830|SPOCS_2685|LSPM_J0708+2950|TYC_1908-27-1|ASCC__672045|USNO-B1.0_1198-00147251|BD+30__1423|Ci_18__854|G__87-24|GC__9404|GEN#_+1.00053927|GJ__3428|HD__53927|HIC__34414|HIP__34414|LTT_11979|NLTT_17435|SAO__79090|UBV_M__12866|YZ__29__3753|YZC_24__3753|uvby98_100053927|WISEA_J070804.12+295001.2|Gaia_DR1_884951485622781312|Gaia_DR2_884951489919636352
59,GJ_434,34.87438892029244,"[ 2.64276585e+07 -8.95793489e+03  3.37077431e-01  1.91093039e-05
 -1.61786872e-09  3.04653545e-14]",12.532967535907066,HD_101501,5309,27,0.94,0.01,4.42,0.02,-0.03,0.1,0.84,0.03,10.14,0.05,104.8,5.3,E,2,1,Gaia,2M,Simbad,175.26256999999995,34.20163,[ZEH2003]_RX_J1141.0+3412__1|PLX_2699|LSPM_J1141+3412|TYC_2525-2445-1|ASCC__586407|USNO-B1.0_1242-00191723|*__61_UMa|2E__2509|AG+34_1156|BD+35__2270|CCDM_J11411+3412A|CSI+35__2270__1|CSV_101212|FK5_1300|GC_16035|GCRV__7092|GEN#_+1.00101501|GJ___434|HD_101501|HIC__56997|HIP__56997|HR__4496|IDS_11357+3446_A|JP11__2081|LTT_13200|N30_2729|NLTT_28222|NSV__5291|PMC_90-93___897|PPM__76016|RBS__1017|ROT__1734|RX_J1141.0+3412|SAO__62655|SKY#_22119|SPOCS__500|SRS__31300|TD1_15797|UBV___10546|UBV_M__17287|USNO_839|Zkh_163|[HFE83]__818|uvby98_100101501|2MASS_J11410301+3412064|PLX_2699.00|1RXS_J114102.7+341221|2E_1138.4+3428|2EUVE_J1141+34.2|EUVE_J1141+34.2|WDS_J11411+3412A|**_STT__574A|WISEA_J114103.01+341201.9|WEB_10258|Gaia_DR2_4025850731201819392,Gaia_DR2_4025850731201819392,../library/20201008_specmatch_nir/FITS/309_101501/Slope-20200402T031725_R01.optimal.fits,63.90000000000001,420.3742065429688,UT20-2-007,-5.0680269101735895,Slope-20200402T031725_R01.optimal.fits,[ZEH2003]_RX_J1141.0+3412__1|PLX_2699|LSPM_J1141+3412|TYC_2525-2445-1|ASCC__586407|USNO-B1.0_1242-00191723|*__61_UMa|2E__2509|AG+34_1156|BD+35__2270|CCDM_J11411+3412A|CSI+35__2270__1|CSV_101212|FK5_1300|GC_16035|GCRV__7092|GEN#_+1.00101501|GJ___434|HD_101501|HIC__56997|HIP__56997|HR__4496|IDS_11357+3446_A|JP11__2081|LTT_13200|N30_2729|NLTT_28222|NSV__5291|PMC_90-93___897|PPM__76016|RBS__1017|ROT__1734|RX_J1141.0+3412|SAO__62655|SKY#_22119|SPOCS__500|SRS__31300|TD1_15797|UBV___10546|UBV_M__17287|USNO_839|Zkh_163|[HFE83]__818|uvby98_100101501|2MASS_J11410301+3412064|PLX_2699.00|1RXS_J114102.7+341221|2E_1138.4+3428|2EUVE_J1141+34.2|EUVE_J1141+34.2|WDS_J11411+3412A|**_STT__574A|WISEA_J114103.01+341201.9|WEB_10258|Gaia_DR2_4025850731201819392
20,GJ_9304,35.28201118821453,"[-3.75212249e+06  1.26683461e+03 -4.73662171e-02 -2.70108434e-06
  2.27239842e-10 -4.26241789e-15]",8.741193183292875,HIP_47201,4207,212,0.696,0.054000000000000006,4.66,0.05,0.03,0.1,0.67,0.06,9.63,0.52,44.5,9.4,C,1,0,Gaia,2M,Simbad,144.29725,22.69414,LSPM_J0937+2241|TYC_1959-1522-1|ASCC__773684|UCAC2__39847947|USNO-B1.0_1126-00202846|AG+22_1098|BD+23__2121|GCRV_60769|GEN#_+0.02302121|GJ__9304|GJ__1127|HIC__47201|HIP__47201|LTT_12540|MCC_270|NLTT_22173|PPM__99730|Ross___89|VVO_282|[RHG95]__1524|2MASS_J09371136+2241393|PLX_2282.01|UCAC4_564-046258|StKM_2-578|Gaia_DR1_641154092336907776|WEB__8881|Gaia_DR2_641154096631794432,Gaia_DR2_641154096631794432,../library/20201008_specmatch_nir/FITS/245_HIP47201/Slope-20190215T041943_R01.optimal.fits,969.15,468.7884521484375,PSU19-1-009,-35.76464842193057,Slope-20190215T041943_R01.optimal.fits,LSPM_J0937+2241|TYC_1959-1522-1|ASCC__773684|UCAC2__39847947|USNO-B1.0_1126-00202846|AG+22_1098|BD+23__2121|GCRV_60769|GEN#_+0.02302121|GJ__9304|GJ__1127|HIC__47201|HIP__47201|LTT_12540|MCC_270|NLTT_22173|PPM__99730|Ross___89|VVO_282|[RHG95]__1524|2MASS_J09371136+2241393|PLX_2282.01|UCAC4_564-046258|StKM_2-578|Gaia_DR1_641154092336907776|WEB__8881|Gaia_DR2_641154096631794432
85,GJ_4183,35.555750107084464,"[ 2.19290985e+07 -7.43598587e+03  2.79985221e-01  1.58634216e-05
 -1.34391006e-09  2.53164607e-14]",23.26882665551182,HD_201924,5401,60,0.89,0.07,4.47,0.05,0.05,0.05,0.9,0.04,9.84,0.45,31.9,7.8,A,1,1,Gaia,2M,Simbad,317.79523,45.45591,[SMM2006]_SPG_410|Cl*_NGC_7039_____ZS______13|PLX_5099|SPOCS_3162|LSPM_J2111+4527|ASCC__355206|UCAC2__47208438|USNO-B1.0_1354-00423438|AG+45_1834|BD+44__3728|Ci_18_2751|G_212-28|GC_29626|GEN#_+2.70390125|GJ__4183|GSC_03588-03553|HD_201924|HIC_104587|HIP_104587|LTT_16209|NGC__7039___125|NLTT_50752|PPM__61075|SAO__50545|TYC_3588-3553-1|UBV_M__37799|2MASS_J21111087+4527215|PLX_5099.00|WISEA_J211110.61+452718.0|Gaia_DR1_2164004909719003648|Gaia_DR2_2164004914017788032,Gaia_DR2_2164004914017788032,../library/20201008_specmatch_nir/FITS/82_201924/Slope-20200513T095533_R01.optimal.fits,330.15,237.89614868164062,UT20-2-007,-49.164713077882226,Slope-20200513T095533_R01.optimal.fits,[SMM2006]_SPG_410|Cl*_NGC_7039_____ZS______13|PLX_5099|SPOCS_3162|LSPM_J2111+4527|ASCC__355206|UCAC2__47208438|USNO-B1.0_1354-00423438|AG+45_1834|BD+44__3728|Ci_18_2751|G_212-28|GC_29626|GEN#_+2.70390125|GJ__4183|GSC_03588-03553|HD_201924|HIC_104587|HIP_104587|LTT_16209|NGC__7039___125|NLTT_50752|PPM__61075|SAO__50545|TYC_3588-3553-1|UBV_M__37799|2MASS_J21111087+4527215|PLX_5099.00|WISEA_J211110.61+452718.0|Gaia_DR1_2164004909719003648|Gaia_DR2_2164004914017788032
8,NLTT_26380,36.10686914974017,"[ 1.10199789e+07 -3.73914270e+03  1.40931787e-01  7.97748976e-06
 -6.76512225e-10  1.27518801e-14]",12.910087668178544,HD_96612,4862,60,0.73,0.03,4.53,0.05,-0.11,0.05,0.75,0.04,9.9,0.5,43.9,8.3,A,1,1,Gaia,2M,Simbad,167.05839,38.42663,SPOCS_2778|LSPM_J1108+3825|TYC_3010-596-1|ASCC__492260|UCAC2__45171988|USNO-B1.0_1284-00212791|AG+38_1109|AGKR__9989|BD+39__2424|HD__96612|HIC__54426|HIP__54426|LTT_12990|NLTT_26380|PPM__75693|SAO__62417|2MASS_J11081404+3825358|Gaia_DR1_764805169996366720|Gaia_DR2_764805169996366720,Gaia_DR2_764805169996366720,../library/20201008_specmatch_nir/FITS/176_96612/Slope-20191201T102853_R01.optimal.fits,649.65,313.364990234375,UT19-3-008,-35.57566026636276,Slope-20191201T102853_R01.optimal.fits,SPOCS_2778|LSPM_J1108+3825|TYC_3010-596-1|ASCC__492260|UCAC2__45171988|USNO-B1.0_1284-00212791|AG+38_1109|AGKR__9989|BD+39__2424|HD__96612|HIC__54426|HIP__54426|LTT_12990|NLTT_26380|PPM__75693|SAO__62417|2MASS_J11081404+3825358|Gaia_DR1_764805169996366720|Gaia_DR2_764805169996366720
22,GJ_418,36.51355187322,"[ 1.24936381e+05 -4.79480231e+01  2.14536730e-03  1.03822837e-07
 -1.04169034e-11  2.14930176e-16]",9.779444625515517,HIP_54810,4395,185,0.6809999999999999,0.044,4.64,0.04,0.03,0.1,0.7,0.06,9.58,0.52,54.2,8.6,C,1,0,Gaia,2M,Simbad,168.30514,4.48234,LSPM_J1113+0428|TYC__266-586-1|ASCC_1135032|UCAC2__33224909|USNO-B1.0_0944-00192736|AG+04_1488|BD+05__2463|Ci_18_1368|G__45-41|G__10-7|G_163-63|GC_15419|GCRV_62157|GEN#_+1.00097503|GJ___418|GSC_00266-00586|HD__97503|HIC__54810|HIP__54810|LTT_13022|MCC_604|NLTT_26655|PPM_157632|SAO_118726|UBV___10226|UBV_M__16886|Wolf__369|YZ___4__5730|YZC_22__5730|uvby98_100097503|2MASS_J11131322+0428562|UCAC4_473-046757|StKM_2-712|EPIC_201749946|Gaia_DR1_3815264838251197440|WEB__9889|Gaia_DR2_3815264842546968192,Gaia_DR2_3815264842546968192,../library/20201008_specmatch_nir/FITS/248_HIP54810/Slope-20191125T120712_R01.optimal.fits,649.65,360.55889892578125,UT19-3-008,17.023210170322407,Slope-20191125T120712_R01.optimal.fits,LSPM_J1113+0428|TYC__266-586-1|ASCC_1135032|UCAC2__33224909|USNO-B1.0_0944-00192736|AG+04_1488|BD+05__2463|Ci_18_1368|G__45-41|G__10-7|G_163-63|GC_15419|GCRV_62157|GEN#_+1.00097503|GJ___418|GSC_00266-00586|HD__97503|HIC__54810|HIP__54810|LTT_13022|MCC_604|NLTT_26655|PPM_157632|SAO_118726|UBV___10226|UBV_M__16886|Wolf__369|YZ___4__5730|YZC_22__5730|uvby98_100097503|2MASS_J11131322+0428562|UCAC4_473-046757|StKM_2-712|EPIC_201749946|Gaia_DR1_3815264838251197440|WEB__9889|Gaia_DR2_3815264842546968192
