index,OBJECT_ID,chi2,poly_params,vsini,Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames_x,ID_NAME,filename,exptime,sn18,qprog,rv,basenames,simbadnames_y
64,GJ_809,14.01486020282685,"[ 1.51888849e+07 -5.15911164e+03  1.94786361e-01  1.10084131e-05
 -9.35154596e-10  1.76459335e-14]",1.957556596680353,HD_199305,3692,22,0.547,0.006999999999999999,4.72,0.01,-0.21,0.1,0.54,0.01,10.09,0.21,142.2,8.6,E,1,1,Gaia,2M,Simbad,313.33245,62.15439,8pc_141.95|PLX_5012|LSPM_J2053+6209|TYC_4251-655-1|ASCC__143946|AG+61_1227|BD+61__2068|CCDM_J20532+6210A|CSI+61__2068__1|Ci_18_2707|Ci_20_1238|DO_38993|G_231-19|G_262-30|GCRV_13127|GEN#_+1.00199305|HD_199305|HIC_103096|HIP_103096|IDS_20513+6148_A|IRAS_20522+6158A|JP11__3294|LFT_1580|LHS__3595|LTT_16113|MCC_199|NLTT_50124|PPM__22451|UBV___18110|UBV_M__25276|VVO_109|Zkh_314|[HFE83]_1402|[RHG95]__3263|2MASS_J20531977+6209156|USNO-B1.0_1521-00338444|PLX_5012.00|1RXS_J205319.0+620928|WDS_J20533+6209A|GJ___809|**_BUP__219A|WISEA_J205319.80+620907.8|UCAC4_761-057971|PM_J20533+6209|Gaia_DR1_2195886967353517312|WEB_18720|Gaia_DR2_2195886971653527168,Gaia_DR2_2195886971653527168,../library/20201008_specmatch_nir/FITS/355_199305/Slope-20200604T101323_R01.optimal.fits,223.65,453.7027587890625,UT20-2-007,-17.13726311108758,Slope-20200604T101323_R01.optimal.fits,8pc_141.95|PLX_5012|LSPM_J2053+6209|TYC_4251-655-1|ASCC__143946|AG+61_1227|BD+61__2068|CCDM_J20532+6210A|CSI+61__2068__1|Ci_18_2707|Ci_20_1238|DO_38993|G_231-19|G_262-30|GCRV_13127|GEN#_+1.00199305|HD_199305|HIC_103096|HIP_103096|IDS_20513+6148_A|IRAS_20522+6158A|JP11__3294|LFT_1580|LHS__3595|LTT_16113|MCC_199|NLTT_50124|PPM__22451|UBV___18110|UBV_M__25276|VVO_109|Zkh_314|[HFE83]_1402|[RHG95]__3263|2MASS_J20531977+6209156|USNO-B1.0_1521-00338444|PLX_5012.00|1RXS_J205319.0+620928|WDS_J20533+6209A|GJ___809|**_BUP__219A|WISEA_J205319.80+620907.8|UCAC4_761-057971|PM_J20533+6209|Gaia_DR1_2195886967353517312|WEB_18720|Gaia_DR2_2195886971653527168
47,GJ_96,14.546389982093958,"[ 1.02187633e+07 -3.47137740e+03  1.31090286e-01  7.40729412e-06
 -6.29361845e-10  1.18770904e-14]",1.0395808025826425,HIP_11048,3785,62,0.599,0.021,4.67,0.05,0.14,0.08,0.61,0.06,9.85,0.49,83.9,9.3,D,2,1,Gaia,2M,Simbad,35.56101,47.88003,2MASS_J02221463+4752481|PLX__481|LSPM_J0222+4752|TYC_3298-1434-1|ASCC__306934|UCAC2__47696767|USNO-B1.0_1378-00062837|AG+47__261|BD+47___612|G_173-53|GCRV__1326|GEN#_+0.04700612|GJ____96|HIC__11048|HIP__11048|JP11___188|MCC__96|NLTT__7753|PPM__45026|UBV____2437|UBV_M___3608|VVO_126|Zkh__41|[RHG95]___427|PLX__481.00|1RXS_J022214.1+475304|WISEA_J022214.85+475248.5|UCAC4_690-014940|StKM_2-205|PM_J02222+4752|GALEX_6372815757751878097|WEB__2324|Gaia_DR2_354077348697687424,Gaia_DR2_354077348697687424,../library/20201008_specmatch_nir/FITS/285_HIP11048/Slope-20191208T013316_R01.optimal.fits,330.15,460.0266418457031,UT20-1-008,-37.91471736276737,Slope-20191208T013316_R01.optimal.fits,2MASS_J02221463+4752481|PLX__481|LSPM_J0222+4752|TYC_3298-1434-1|ASCC__306934|UCAC2__47696767|USNO-B1.0_1378-00062837|AG+47__261|BD+47___612|G_173-53|GCRV__1326|GEN#_+0.04700612|GJ____96|HIC__11048|HIP__11048|JP11___188|MCC__96|NLTT__7753|PPM__45026|UBV____2437|UBV_M___3608|VVO_126|Zkh__41|[RHG95]___427|PLX__481.00|1RXS_J022214.1+475304|WISEA_J022214.85+475248.5|UCAC4_690-014940|StKM_2-205|PM_J02222+4752|GALEX_6372815757751878097|WEB__2324|Gaia_DR2_354077348697687424
25,GJ_846,16.766422272342624,"[ 1.64115001e+07 -5.57566188e+03  2.10591167e-01  1.18975824e-05
 -1.01105993e-09  1.90825160e-14]",1.4602347303077252,HD_209290,3848,60,0.546,0.019,4.74,0.05,0.02,0.08,0.59,0.06,9.56,0.52,94.2,9.1,D,1,1,Gaia,2M,Simbad,330.5428100000001,1.40023,Karmn_J22021+014|PLX_5318|LSPM_J2202+0124|TYC__558-1540-1|ASCC_1175435|USNO-B1.0_0914-00554481|AG+01_2676|BD+00__4810|Ci_20_1331|DO__7683|G__18-16|G__27-5|G__26-44|G__93-66|GCRV_13839|GEN#_+1.00209290|GJ___846|HD_209290|HIC_108782|HIP_108782|IRAS_21596+0109|LFT_1678|LHS__3745|LTT_16435|MCC_335|NLTT_52725|PM_21596+0110|PPM_172573|UBV_M__26062|UBV___18818|VVO__73|Wolf_1340|Zkh_327|[HFE83]_1478|[RHG95]__3458|2MASS_J22021026+0124006|PLX_5318.00|WISEA_J220209.96+012358.0|UCAC4_458-125308|PM_J22021+0124|Gaia_DR1_2683023807333389952|WEB_19569|Gaia_DR2_2683023811628007296,Gaia_DR2_2683023811628007296,../library/20201008_specmatch_nir/FITS/258_209290/Slope-20200611T102503_R01.optimal.fits,330.15,396.3233642578125,UT20-2-007,18.381457848659753,Slope-20200611T102503_R01.optimal.fits,Karmn_J22021+014|PLX_5318|LSPM_J2202+0124|TYC__558-1540-1|ASCC_1175435|USNO-B1.0_0914-00554481|AG+01_2676|BD+00__4810|Ci_20_1331|DO__7683|G__18-16|G__27-5|G__26-44|G__93-66|GCRV_13839|GEN#_+1.00209290|GJ___846|HD_209290|HIC_108782|HIP_108782|IRAS_21596+0109|LFT_1678|LHS__3745|LTT_16435|MCC_335|NLTT_52725|PM_21596+0110|PPM_172573|UBV_M__26062|UBV___18818|VVO__73|Wolf_1340|Zkh_327|[HFE83]_1478|[RHG95]__3458|2MASS_J22021026+0124006|PLX_5318.00|WISEA_J220209.96+012358.0|UCAC4_458-125308|PM_J22021+0124|Gaia_DR1_2683023807333389952|WEB_19569|Gaia_DR2_2683023811628007296
55,GJ_458.2,17.21198094982662,"[ 1.07123107e+07 -3.64101012e+03  1.37616895e-01  7.76978372e-06
 -6.60740312e-10  1.24759681e-14]",1.0507442163693548,HIP_59748,3900,61,0.669,0.038,4.63,0.06,0.14,0.08,0.7,0.07,9.84,0.51,43.8,10.5,D,1,1,Gaia,2M,Simbad,183.78685,48.73257,LSPM_J1215+4843|ASCC__329726|USNO-B1.0_1387-00223528|BD+49__2126|G_198-37|GJ___458.2|GSC_03455-00111|HIC__59748|HIP__59748|MCC_640|NGP_49__71|NLTT_30123|TYC_3455-111-1|[RHG95]__1925|2MASS_J12150885+4843574|Pul_-3__910088|GJ__9399|UCAC4_694-052092|StKM_2-807|PM_J12151+4843|Gaia_DR1_1545795529110395136|Gaia_DR2_1545795529110395136,Gaia_DR2_1545795529110395136,../library/20201008_specmatch_nir/FITS/302_HIP59748/Slope-20190320T095505_R01.optimal.fits,969.15,418.6253662109375,PSU19-1-009,-14.082877317474933,Slope-20190320T095505_R01.optimal.fits,LSPM_J1215+4843|ASCC__329726|USNO-B1.0_1387-00223528|BD+49__2126|G_198-37|GJ___458.2|GSC_03455-00111|HIC__59748|HIP__59748|MCC_640|NGP_49__71|NLTT_30123|TYC_3455-111-1|[RHG95]__1925|2MASS_J12150885+4843574|Pul_-3__910088|GJ__9399|UCAC4_694-052092|StKM_2-807|PM_J12151+4843|Gaia_DR1_1545795529110395136|Gaia_DR2_1545795529110395136
70,GJ_338_A,17.54005983167609,"[ 1.48859563e+07 -5.05545804e+03  1.90825438e-01  1.07870533e-05
 -9.16119043e-10  1.72840121e-14]",1.0243802302601825,HD_79210,3907,35,0.5770000000000001,0.013,4.7,0.02,-0.18,0.1,0.58,0.02,9.85,0.51,161.6,7.6,E,2,1,Gaia,2M,Simbad,138.59496,52.68659,Karmn_J09143+526|PM_J09143+5241|PLX_2198|ASCC__253740|2MASS_J09142298+5241125|USNO-B1.0_1426-00239069|8pc_161.59A|ADS__7251_A|AG+52__752|BD+53__1320|CCDM_J09144+5241A|CSI+53__1320__1|Ci_20__516|G_195-17|GC_12727|GCRV__6031|GEN#_+1.00079210A|GJ___338_A|HD__79210|HIC__45343|HIP__45343|IDS_09078+5307_A|JP11__1780|LFT__634|LHS___260|LTT_12425|NLTT_21249|PM_09110+5254|PPM__32059|SAO__27178|SKY#_17822|TYC_3806-1814-1|UBV____8824|YZ__52__3333|YZC_26__3333|Zkh_125|[GKL99]_197|[RHG95]__1451|uvby98_100079210_A|LSPM_J0914+5241W|[ZEH2003]_RX_J0914.4+5241__1|WDS_J09144+5241A|**_STF_1321A|StKM_2-551|UCAC4_714-048098|WEB__8637|Gaia_DR2_1022456139210632064,Gaia_DR2_1022456139210632064,../library/20201008_specmatch_nir/FITS/385_79210/Slope-20191130T090648_R01.optimal.fits,138.45,425.5141906738281,UT19-3-008,12.4585124678844,Slope-20191130T090648_R01.optimal.fits,Karmn_J09143+526|PM_J09143+5241|PLX_2198|ASCC__253740|2MASS_J09142298+5241125|USNO-B1.0_1426-00239069|8pc_161.59A|ADS__7251_A|AG+52__752|BD+53__1320|CCDM_J09144+5241A|CSI+53__1320__1|Ci_20__516|G_195-17|GC_12727|GCRV__6031|GEN#_+1.00079210A|GJ___338_A|HD__79210|HIC__45343|HIP__45343|IDS_09078+5307_A|JP11__1780|LFT__634|LHS___260|LTT_12425|NLTT_21249|PM_09110+5254|PPM__32059|SAO__27178|SKY#_17822|TYC_3806-1814-1|UBV____8824|YZ__52__3333|YZC_26__3333|Zkh_125|[GKL99]_197|[RHG95]__1451|uvby98_100079210_A|LSPM_J0914+5241W|[ZEH2003]_RX_J0914.4+5241__1|WDS_J09144+5241A|**_STF_1321A|StKM_2-551|UCAC4_714-048098|WEB__8637|Gaia_DR2_1022456139210632064
56,BD+29_2279,17.59803481019788,"[-5.47120167e+04  1.36137831e+01 -2.11821600e-04 -2.76821776e-08
  9.10665417e-13 -6.07033278e-19]",2.0743597185728273,HIP_60093,3993,60,0.643,0.037000000000000005,4.67,0.06,0.46,0.08,0.7,0.07,9.58,0.52,42.2,10.6,D,1,1,Gaia,2M,Simbad,184.85038,28.38237,PLX_2838|GJ__9404|LSPM_J1219+2822|ASCC__684708|UCAC2__41716815|USNO-B1.0_1183-00212601|BD+29__2279|BPS_BS_16026-0017|Ci_20__695|G_148-45|G_121-77|GCRV__7388|GEN#_+0.02902279|GJ___459.3|HIC__60093|HIP__60093|LFT__896|LHS__2544|LTT_13444|MCC_644|NGP_29__77|NLTT_30331|PM_12169+2840|TYC_1991-1020-1|VVO__14|Wolf__408|[RHG95]__1935|p._MC_560_4|2MASS_J12192407+2822566|PLX_2838.00|WISEA_J121923.57+282257.3|UCAC4_592-048933|StKM_2-818|PM_J12194+2822|Gaia_DR1_4010201858944875392|WEB_10685|Gaia_DR2_4010201828880793984,Gaia_DR2_4010201828880793984,../library/20201008_specmatch_nir/FITS/303_HIP60093/Slope-20191123T122518_R01.optimal.fits,969.15,379.9056396484375,PSU19-3-009,-0.6485063364418017,Slope-20191123T122518_R01.optimal.fits,PLX_2838|GJ__9404|LSPM_J1219+2822|ASCC__684708|UCAC2__41716815|USNO-B1.0_1183-00212601|BD+29__2279|BPS_BS_16026-0017|Ci_20__695|G_148-45|G_121-77|GCRV__7388|GEN#_+0.02902279|GJ___459.3|HIC__60093|HIP__60093|LFT__896|LHS__2544|LTT_13444|MCC_644|NGP_29__77|NLTT_30331|PM_12169+2840|TYC_1991-1020-1|VVO__14|Wolf__408|[RHG95]__1935|p._MC_560_4|2MASS_J12192407+2822566|PLX_2838.00|WISEA_J121923.57+282257.3|UCAC4_592-048933|StKM_2-818|PM_J12194+2822|Gaia_DR1_4010201858944875392|WEB_10685|Gaia_DR2_4010201828880793984
74,GJ_338_B,17.622191325860456,"[ 1.68288034e+07 -5.71655309e+03  2.15858021e-01  1.21979996e-05
 -1.03632576e-09  1.95563001e-14]",1.7280354053035958,GL_338B,3867,37,0.5670000000000001,0.014,4.71,0.02,-0.15,0.1,0.57,0.02,9.82,0.5,159.0,7.7,E,1,0,Gaia,2M,Simbad,138.60283,52.68637,Karmn_J09144+526|PM_J09144+5241|ASCC__253742|2MASS_J09142485+5241118|LSPM_J0914+5241E|USNO-B1.0_1426-00239093|8pc_159.48B|ADS__7251_B|AG+52__753|AGKR__8302|BD+53__1321|CCDM_J09144+5241B|G_195-18|GC_12728|GCRV__6030|GEN#_+1.00079211|GJ___338_B|HD__79211|HIC_120005|HIP_120005|IDS_09078+5307_B|JP11__1781|LAL_18115|LFT__635|LHS___261|LTT_12426|NLTT_21251|PPM__32060|RBS___755|SAO__27179|SKY#_17825|TYC_3806-1819-1|UBV____8825|YZ__52__3335|YZC_26__3335|Zkh_126|[GKL99]_198|[RHG95]__1452|uvby98_100079211|1RXS_J091424.4+524118|RX_J0914.4+5241|[ZEH2003]_RX_J0914.4+5241__2|WDS_J09144+5241B|**_STF_1321B|UCAC4_714-048102|StKM_2-552|Gaia_DR1_1022456100555749632|WEB__8638|Gaia_DR2_1022456104850892928,Gaia_DR2_1022456104850892928,../library/20201008_specmatch_nir/FITS/393_GL338B/Slope-20191201T092225_R01.optimal.fits,127.8,277.8416748046875,UT19-3-008,12.475246193129944,Slope-20191201T092225_R01.optimal.fits,Karmn_J09144+526|PM_J09144+5241|ASCC__253742|2MASS_J09142485+5241118|LSPM_J0914+5241E|USNO-B1.0_1426-00239093|8pc_159.48B|ADS__7251_B|AG+52__753|AGKR__8302|BD+53__1321|CCDM_J09144+5241B|G_195-18|GC_12728|GCRV__6030|GEN#_+1.00079211|GJ___338_B|HD__79211|HIC_120005|HIP_120005|IDS_09078+5307_B|JP11__1781|LAL_18115|LFT__635|LHS___261|LTT_12426|NLTT_21251|PPM__32060|RBS___755|SAO__27179|SKY#_17825|TYC_3806-1819-1|UBV____8825|YZ__52__3335|YZC_26__3335|Zkh_126|[GKL99]_198|[RHG95]__1452|uvby98_100079211|1RXS_J091424.4+524118|RX_J0914.4+5241|[ZEH2003]_RX_J0914.4+5241__2|WDS_J09144+5241B|**_STF_1321B|UCAC4_714-048102|StKM_2-552|Gaia_DR1_1022456100555749632|WEB__8638|Gaia_DR2_1022456104850892928
44,LSPM_J2331+1956N,17.99859828106625,"[-2.82233950e+07  9.57513305e+03 -3.60824949e-01 -2.04281849e-05
  1.73204360e-09 -3.26445861e-14]",8.640172350167745,GL_896A,3353,60,0.409,0.016,4.79,0.05,0.03,0.08,0.38,0.04,9.76,0.51,,10.2,D,3,1,Gaia,2M,Simbad,352.96738,19.93729,Karmn_J23318+199E|PM_J23318+1956W|GJ___896_A|CSI+19__5116__1|8pc_160.06A|LSPM_J2331+1956N|BD+19__5116A|CCDM_J23319+1956A|WDS_J23317+1956A|**_WIR____1A|**_LMP___24A|TYC_1723-23-1|2MASS_J23315208+1956142|NAME_EQ_Peg_A|PMSC_23268+1923A|PMSC_23268+1923Aab|2XMM_J233152.3+195614|Gaia_DR2_2824770686019003904|WISEA_J233152.73+195613.9|StKM_2-1738|UCAC4_550-148507|PM_J23318+1956Wn,Gaia_DR2_2824770686019003904,../library/20201008_specmatch_nir/FITS/281_GL896A/Slope-20190608T104209_R01.optimal.fits,95.85,207.16046142578125,PSU19-2-004,0.2593557208441255,Slope-20190608T104209_R01.optimal.fits,V*_EQ_Peg_A|Karmn_J23318+199E|PM_J23318+1956W|GJ___896_A|CSI+19__5116__1|8pc_160.06A|LSPM_J2331+1956N|BD+19__5116A|CCDM_J23319+1956A|WDS_J23317+1956A|**_WIR____1A|**_LMP___24A|TYC_1723-23-1|2MASS_J23315208+1956142|PMSC_23268+1923A|PMSC_23268+1923Aab|2XMM_J233152.3+195614|Gaia_DR2_2824770686019003904|WISEA_J233152.73+195613.9|StKM_2-1738|UCAC4_550-148507|PM_J23318+1956Wn
26,GJ_172,18.863526073770917,"[ 1.44348667e+07 -4.90147742e+03  1.84965141e-01  1.04582895e-05
 -8.87967107e-10  1.67502060e-14]",0.5823226396310314,HD_232979,3929,60,0.608,0.02,4.68,0.05,-0.11,0.08,0.65,0.07,9.78,0.51,101.2,8.9,D,1,1,Gaia,2M,Simbad,69.42054,52.89361,Karmn_J04376+528|2MASS_J04374092+5253372|PLX_1010|LSPM_J0437+5253|TYC_3732-542-1|ASCC__244104|USNO-B1.0_1428-00155067|AG+52__450|BD+52___857|Ci_18__594|Ci_20__298|G_175-42|G_191-4|GCRV__2695|GEN#_+1.00232979|GJ___172|HD_232979|HIC__21553|HIP__21553|IRAS_04337+5247|L_1742-6|LFT__362|LHS__1688|LTT_11464|MCC_449|NLTT_13604|PPM__29269|SAO__24722|UBV____4415|UBV_M__27782|VVO_235|YZ__52__1893|YZC_26__1893|[GKL99]_123|[RHG95]___799|PLX_1010.00|1RXS_J043740.6+525346|WISEA_J043741.24+525332.2|UCAC4_715-033323|PM_J04376+5253|Gaia_DR1_272855561463141248|WEB__4137|Gaia_DR2_272855565762295680,Gaia_DR2_272855565762295680,../library/20201008_specmatch_nir/FITS/259_232979/Slope-20181026T064348_R01.optimal.fits,511.2,751.3790283203125,ENG18-3-003,34.424721642643874,Slope-20181026T064348_R01.optimal.fits,Karmn_J04376+528|2MASS_J04374092+5253372|PLX_1010|LSPM_J0437+5253|TYC_3732-542-1|ASCC__244104|USNO-B1.0_1428-00155067|AG+52__450|BD+52___857|Ci_18__594|Ci_20__298|G_175-42|G_191-4|GCRV__2695|GEN#_+1.00232979|GJ___172|HD_232979|HIC__21553|HIP__21553|IRAS_04337+5247|L_1742-6|LFT__362|LHS__1688|LTT_11464|MCC_449|NLTT_13604|PPM__29269|SAO__24722|UBV____4415|UBV_M__27782|VVO_235|YZ__52__1893|YZC_26__1893|[GKL99]_123|[RHG95]___799|PLX_1010.00|1RXS_J043740.6+525346|WISEA_J043741.24+525332.2|UCAC4_715-033323|PM_J04376+5253|Gaia_DR1_272855561463141248|WEB__4137|Gaia_DR2_272855565762295680
27,V*_V2689_Ori,19.191643149881273,"[ 1.18405698e+06 -4.03963825e+02  1.53586122e-02  8.62494636e-07
 -7.37689783e-11  1.39764760e-15]",1.3824299483507183,HD_245409,3966,60,0.601,0.02,4.69,0.05,0.05,0.08,0.65,0.07,9.66,0.52,87.7,8.9,D,1,1,Gaia,2M,Simbad,84.12913,11.32787,Karmn_J05365+113|2MASS_J05363099+1119401|2RE_J053634+111836|2RE_J0536+111|AG+11__546|BD+11___878|GCRV_56437|GEN#_+1.00245409|GJ___208|GSC_00709-00063|HD_245409|HIC__26335|HIP__26335|MCC_464|PPM_121171|RE_J053634+111834|RE_J0536+111|SAO__94695|TYC__709-63-1|VVO__38|YZ__11__1712|[RHG95]___944|PLX_1281.01|1RXS_J053632.0+111935|V*_V2689_Ori|ASAS_J053631+1119.7|IRAS_05336+1117|AKARI-IRC-V1_J0536309+111940|ASAS_J053631+1119.5|UCAC4_507-012838|StKM_2-419|PM_J05365+1119|Gaia_DR1_3339921875389105152|WEB__5189|Gaia_DR2_3339921875389105152,Gaia_DR2_3339921875389105152,../library/20201008_specmatch_nir/FITS/260_245409/Slope-20191116T105902_R01.optimal.fits,330.15,314.95428466796875,UT19-3-008,22.095539353639253,Slope-20191116T105902_R01.optimal.fits,Karmn_J05365+113|2MASS_J05363099+1119401|2RE_J053634+111836|2RE_J0536+111|AG+11__546|BD+11___878|GCRV_56437|GEN#_+1.00245409|GJ___208|GSC_00709-00063|HD_245409|HIC__26335|HIP__26335|MCC_464|PPM_121171|RE_J053634+111834|RE_J0536+111|SAO__94695|TYC__709-63-1|VVO__38|YZ__11__1712|[RHG95]___944|PLX_1281.01|1RXS_J053632.0+111935|V*_V2689_Ori|ASAS_J053631+1119.7|IRAS_05336+1117|AKARI-IRC-V1_J0536309+111940|ASAS_J053631+1119.5|UCAC4_507-012838|StKM_2-419|PM_J05365+1119|Gaia_DR1_3339921875389105152|WEB__5189|Gaia_DR2_3339921875389105152
71,HD_88230,25.861064030581616,"[ 1.25960511e+05 -4.70227582e+01  2.03250000e-03  1.01514901e-07
 -9.84710260e-12  1.99852743e-16]",3.986118088734779,HD_88230,4085,14,0.64,0.005,4.64,0.01,-0.16,0.1,0.63,0.01,10.14,0.09,205.2,6.6,E,2,1,Gaia,2M,Simbad,152.84225,49.45424000000001,PLX_2390|LSPM_J1011+4927|ASCC__327385|USNO-B1.0_1394-00210100|2E__2238|8pc_205.22|AG+49__914|BD+50__1725|CCDM_J10114+4927A|Ci_20__564|Ci_18_1218|DO_33188|G_196-9|GAT__950|GC_13987|GCRV__6436|GEN#_+1.00088230|GJ___380|Gmb_1618|HD__88230|HIC__49908|HIP__49908|IDS_10053+4958_A|IRAS_10082+4942|JP11__1905|LFT__696|LHS___280|LTT_12732|NLTT_23613|NSV__4765|PM_10083+4942|PPM__51736|SAO__43223|SKY#_19607|TYC_3437-811-1|UBV____9470|UBV_M__15985|USNO_833|YZ__49__3582|YZC_26__3582|Zkh_137|[GKL99]_214|[HFE83]__712|[RHG95]__1592|uvby98_100088230|2MASS_J10112218+4927153|2E_1008.2+4942|[ZEH2003]_RX_J1011.4+4927__1|RX_J1011.4+4927|1RXS_J101124.1+492718|WDS_J10114+4927A|WISEA_J101120.70+492709.9|UCAC4_698-052810|StKM_2-612|PM_J10113+4927|2RXP_J101122.8+492714|WEB__9187|Gaia_DR2_823773494718931968,Gaia_DR2_823773494718931968,../library/20201008_specmatch_nir/FITS/389_88230/Slope-20191119T103851_R01.optimal.fits,63.90000000000001,536.3565063476561,UT19-3-008,-25.768962747362252,Slope-20191119T103851_R01.optimal.fits,PLX_2390|LSPM_J1011+4927|ASCC__327385|USNO-B1.0_1394-00210100|2E__2238|8pc_205.22|AG+49__914|BD+50__1725|CCDM_J10114+4927A|Ci_20__564|Ci_18_1218|DO_33188|G_196-9|GAT__950|GC_13987|GCRV__6436|GEN#_+1.00088230|GJ___380|Gmb_1618|HD__88230|HIC__49908|HIP__49908|IDS_10053+4958_A|IRAS_10082+4942|JP11__1905|LFT__696|LHS___280|LTT_12732|NLTT_23613|NSV__4765|PM_10083+4942|PPM__51736|SAO__43223|SKY#_19607|TYC_3437-811-1|UBV____9470|UBV_M__15985|USNO_833|YZ__49__3582|YZC_26__3582|Zkh_137|[GKL99]_214|[HFE83]__712|[RHG95]__1592|uvby98_100088230|2MASS_J10112218+4927153|2E_1008.2+4942|[ZEH2003]_RX_J1011.4+4927__1|RX_J1011.4+4927|1RXS_J101124.1+492718|WDS_J10114+4927A|WISEA_J101120.70+492709.9|UCAC4_698-052810|StKM_2-612|PM_J10113+4927|2RXP_J101122.8+492714|WEB__9187|Gaia_DR2_823773494718931968
42,GJ_9066,26.161199295018157,"[-7.91838433e+07  2.68779232e+04 -1.01370404e+00 -5.73467207e-05
  4.86632974e-09 -9.17652138e-14]",8.090937471000398,GL_83.1,3080,60,0.187,0.01,5.05,0.05,-0.16,0.08,0.14,0.01,9.68,0.53,,12.3,D,3,1,Gaia,2M,Simbad,30.054000000000002,13.05195,Karmn_J02002+130|LSPM_J0200+1303|UCAC2__36403434|2MASS_J02001278+1303112|USNO-B1.0_1030-00025765|2E___510|8pc_224.80|CSI+12-01575|G___3-33|G__73-12|GJ____83.1|GJ__9066|GSC_00629-01255|JP11__5196|L_1159-16|LFT__171|LHS____11|LP__469-42|LTT_10681|NLTT__6690|PM_01575+1250|UBV_M__43000|USNO_109|V*_TZ_Ari|Zkh__36|[GKL99]__52|[GS83]__70|[R78b]__95|[RHG95]___358|PLX__412.02|1RXS_J020012.5+130317|2E_0157.5+1249|RX_J0200.2+1303|[ZEH2003]_RX_J0200.2+1303__1|WISEA_J020013.74+130248.6|UCAC4_516-003340|PM_J02002+1303|GALEX_6377389729346749191|Gaia_DR2_76868614540049408,Gaia_DR2_76868614540049408,../library/20201008_specmatch_nir/FITS/278_GL83.1/Slope-20200724T102147_R01.optimal.fits,969.15,487.3604736328125,HET20-2-300,-28.75085037347552,Slope-20200724T102147_R01.optimal.fits,Karmn_J02002+130|LSPM_J0200+1303|UCAC2__36403434|2MASS_J02001278+1303112|USNO-B1.0_1030-00025765|2E___510|8pc_224.80|CSI+12-01575|G___3-33|G__73-12|GJ____83.1|GJ__9066|GSC_00629-01255|JP11__5196|L_1159-16|LFT__171|LHS____11|LP__469-42|LTT_10681|NLTT__6690|PM_01575+1250|UBV_M__43000|USNO_109|V*_TZ_Ari|Zkh__36|[GKL99]__52|[GS83]__70|[R78b]__95|[RHG95]___358|PLX__412.02|1RXS_J020012.5+130317|2E_0157.5+1249|RX_J0200.2+1303|[ZEH2003]_RX_J0200.2+1303__1|WISEA_J020013.74+130248.6|UCAC4_516-003340|PM_J02002+1303|GALEX_6377389729346749191|Gaia_DR2_76868614540049408
18,GJ_3494,27.667382346585082,"[ 1.03788647e+07 -3.52745571e+03  1.33310957e-01  7.52741134e-06
 -6.40059300e-10  1.20846310e-14]",4.200479057505349,HIP_40910,4159,228,0.633,0.053,4.67,0.05,-0.06,0.1,0.64,0.06,9.6,0.52,44.4,9.7,C,1,0,Gaia,2M,Simbad,125.23054,14.07133,PLX_1982|LSPM_J0820+1404|TYC__807-557-1|ASCC__944752|UCAC2__36817878|2MASS_J08205533+1404170|USNO-B1.0_1040-00155452|BD+14__1876|G__50-30|G__52-7|GCRV__5514|GEN#_+0.01401876|GJ__3494|HIC__40910|HIP__40910|LTT_12180|MCC__21|NLTT_19358|[RHG95]__1309|p._Pulk_76-S4|PLX_1982.00|UCAC4_521-046016|StKM_2-491|EPIC_211566266|Gaia_DR1_652005928505684864|WEB__7933|Gaia_DR2_652005932802958976,Gaia_DR2_652005932802958976,../library/20201008_specmatch_nir/FITS/243_HIP40910/Slope-20191125T084533_R01.optimal.fits,969.15,297.3023681640625,UT19-3-008,7.644186648222679,Slope-20191125T084533_R01.optimal.fits,PLX_1982|LSPM_J0820+1404|TYC__807-557-1|ASCC__944752|UCAC2__36817878|2MASS_J08205533+1404170|USNO-B1.0_1040-00155452|BD+14__1876|G__50-30|G__52-7|GCRV__5514|GEN#_+0.01401876|GJ__3494|HIC__40910|HIP__40910|LTT_12180|MCC__21|NLTT_19358|[RHG95]__1309|p._Pulk_76-S4|PLX_1982.00|UCAC4_521-046016|StKM_2-491|EPIC_211566266|Gaia_DR1_652005928505684864|WEB__7933|Gaia_DR2_652005932802958976
